date,product,feature,region,team,role,usage,sentiment,support_tickets,anomaly_flag,missing_data_flag,time_lag_flag,conflicting_signal_flag,subtle_pattern_flag
2025-08-29,Dynamics 365,Copilot Chat,North America,PM,PM,93,0.63,3,0,0,0,0,0
2025-08-29,Dynamics 365,Copilot Chat,Europe,Support,PM,92,0.8,1,1,0,0,0,0
2025-08-29,Dynamics 365,Copilot Chat,Asia,Engineering,Director,87,0.94,4,0,0,0,0,0
2025-08-29,Dynamics 365,Copilot Chat,LATAM,Sales,Director,103,0.58,9,0,0,1,0,0
2025-08-29,Dynamics 365,Auto Insights,North America,Engineering,Director,95,0.83,4,0,0,0,0,0
2025-08-29,Dynamics 365,Auto Insights,Europe,Engineering,CVP,100,0.88,6,0,0,0,0,0
2025-08-29,Dynamics 365,Auto Insights,Asia,Sales,PM,111,1.01,7,0,0,0,0,0
2025-08-29,Dynamics 365,Auto Insights,LATAM,Sales,Director,103,0.87,1,0,0,0,0,0
2025-08-29,Dynamics 365,Predictive Alerts,North America,Sales,GPM,105,0.83,4,0,0,0,0,0
2025-08-29,Dynamics 365,Predictive Alerts,Europe,Sales,GPM,112,0.54,6,0,0,0,0,0
2025-08-29,Dynamics 365,Predictive Alerts,Asia,Support,CVP,91,0.6,6,0,0,0,0,0
2025-08-29,Dynamics 365,Predictive Alerts,LATAM,Sales,CVP,92,0.64,3,0,0,0,0,0
2025-08-29,Dynamics 365,Workflow Automation,North America,Support,Director,95,0.32,5,0,0,0,0,0
2025-08-29,Dynamics 365,Workflow Automation,Europe,PM,PM,83,0.67,3,0,0,0,0,0
2025-08-29,Dynamics 365,Workflow Automation,Asia,Support,CVP,105,0.62,8,0,0,0,0,0
2025-08-29,Dynamics 365,Workflow Automation,LATAM,PM,CVP,112,0.86,4,1,0,0,0,0
2025-08-28,Azure AI,Copilot Chat,North America,Sales,Director,102,0.45,5,0,0,0,0,0
2025-08-28,Azure AI,Copilot Chat,Europe,Engineering,CVP,111,0.83,7,0,0,0,0,0
2025-08-28,Azure AI,Copilot Chat,Asia,Support,GPM,89,0.56,3,0,0,0,0,0
2025-08-28,Azure AI,Copilot Chat,LATAM,Sales,GPM,108,0.56,5,0,0,0,0,0
2025-08-28,Azure AI,Auto Insights,North America,Support,Director,116,1.02,6,0,0,0,0,0
2025-08-28,Azure AI,Auto Insights,Europe,Support,Director,90,0.66,5,0,0,0,0,0
2025-08-28,Azure AI,Auto Insights,Asia,Support,PM,111,0.69,3,0,0,0,0,0
2025-08-28,Azure AI,Auto Insights,LATAM,PM,PM,96,0.62,5,0,0,0,0,0
2025-08-28,Azure AI,Predictive Alerts,North America,PM,CVP,81,0.72,3,1,0,1,0,0
2025-08-28,Azure AI,Predictive Alerts,Europe,Sales,GPM,93,0.96,9,0,0,0,0,0
2025-08-28,Azure AI,Predictive Alerts,Asia,Sales,CVP,95,0.37,6,0,0,0,0,0
2025-08-28,Azure AI,Predictive Alerts,LATAM,Sales,PM,98,0.62,9,0,0,0,0,0
2025-08-28,Azure AI,Workflow Automation,North America,Engineering,Director,97,0.65,3,0,0,0,0,0
2025-08-28,Azure AI,Workflow Automation,Europe,PM,CVP,86,0.82,5,0,0,0,0,0
2025-08-28,Azure AI,Workflow Automation,Asia,PM,Director,115,0.87,7,0,0,0,0,0
2025-08-28,Azure AI,Workflow Automation,LATAM,Support,CVP,102,0.95,3,0,0,0,0,0
2025-08-28,Power Platform,Copilot Chat,North America,Support,CVP,105,0.35,7,0,0,0,0,0
2025-08-28,Power Platform,Copilot Chat,Europe,Support,Director,91,0.82,6,0,0,0,0,0
2025-08-28,Power Platform,Copilot Chat,Asia,Sales,Director,91,0.4,7,0,0,1,0,0
2025-08-28,Power Platform,Copilot Chat,LATAM,Support,Director,105,0.13,2,0,0,1,0,0
2025-08-28,Power Platform,Auto Insights,North America,PM,PM,102,0.67,4,0,0,0,0,0
2025-08-28,Power Platform,Auto Insights,Europe,PM,Director,111,0.56,3,0,0,0,0,0
2025-08-28,Power Platform,Auto Insights,Asia,Engineering,GPM,105,0.46,2,0,0,0,0,0
2025-08-28,Power Platform,Auto Insights,LATAM,PM,GPM,102,0.62,11,0,0,0,0,1
2025-08-28,Power Platform,Predictive Alerts,North America,Sales,Director,111,0.73,7,0,0,0,0,0
2025-08-28,Power Platform,Predictive Alerts,Europe,Support,PM,74,0.95,0,1,0,0,0,0
2025-08-28,Power Platform,Predictive Alerts,Asia,PM,Director,107,0.91,5,0,0,0,0,0
2025-08-28,Power Platform,Predictive Alerts,LATAM,PM,Director,89,0.82,4,0,0,0,0,0
2025-08-28,Power Platform,Workflow Automation,North America,PM,Director,115,0.53,2,0,0,0,0,0
2025-08-28,Power Platform,Workflow Automation,Europe,Engineering,GPM,87,0.66,4,0,0,0,0,0
2025-08-28,Power Platform,Workflow Automation,Asia,Support,PM,102,0.56,4,0,0,0,0,0
2025-08-28,Power Platform,Workflow Automation,LATAM,Engineering,Director,116,0.9,5,0,0,1,0,0
2025-08-28,Dynamics 365,Copilot Chat,North America,PM,CVP,84,0.87,3,0,0,0,0,0
2025-08-28,Dynamics 365,Copilot Chat,Europe,Engineering,PM,97,0.63,5,0,0,0,0,0
2025-08-28,Dynamics 365,Copilot Chat,Asia,Support,CVP,105,0.68,6,0,0,0,0,0
2025-08-28,Dynamics 365,Copilot Chat,LATAM,Sales,CVP,105,0.62,6,0,0,1,0,0
2025-08-28,Dynamics 365,Auto Insights,North America,Support,GPM,105,0.62,7,0,0,0,0,0
2025-08-28,Dynamics 365,Auto Insights,Europe,Engineering,Director,102,0.84,2,0,1,0,0,0
2025-08-28,Dynamics 365,Auto Insights,Asia,Sales,PM,91,0.82,5,0,0,0,0,0
2025-08-28,Dynamics 365,Auto Insights,LATAM,Engineering,CVP,105,0.62,5,0,0,0,0,0
2025-08-28,Dynamics 365,Predictive Alerts,North America,Sales,PM,80,0.91,3,0,0,0,0,0
2025-08-28,Dynamics 365,Predictive Alerts,Europe,Engineering,GPM,92,0.77,5,1,0,0,0,0
2025-08-28,Dynamics 365,Predictive Alerts,Asia,PM,Director,102,0.55,5,0,0,0,0,0
2025-08-28,Dynamics 365,Predictive Alerts,LATAM,Engineering,GPM,106,0.7,5,0,0,0,0,0
2025-08-28,Dynamics 365,Workflow Automation,North America,Engineering,CVP,104,0.93,3,0,0,0,0,0
2025-08-28,Dynamics 365,Workflow Automation,Europe,PM,CVP,85,0.45,3,0,0,0,0,0
2025-08-28,Dynamics 365,Workflow Automation,Asia,Sales,CVP,102,0.72,4,0,0,0,0,0
2025-08-28,Dynamics 365,Workflow Automation,LATAM,Support,CVP,101,0.53,8,0,0,0,0,0
2025-08-27,Azure AI,Copilot Chat,North America,Support,PM,102,0.91,5,0,0,0,0,0
2025-08-27,Azure AI,Copilot Chat,Europe,Engineering,GPM,112,0.86,3,0,0,0,0,0
2025-08-27,Azure AI,Copilot Chat,Asia,PM,Director,79,0.94,3,0,0,0,0,0
2025-08-27,Azure AI,Copilot Chat,LATAM,Engineering,GPM,94,1.16,7,0,0,0,0,0
2025-08-27,Azure AI,Auto Insights,North America,PM,GPM,116,0.63,8,0,0,0,0,0
2025-08-27,Azure AI,Auto Insights,Europe,Engineering,GPM,80,0.67,6,0,0,0,0,0
2025-08-27,Azure AI,Auto Insights,Asia,Engineering,CVP,97,1.1,5,0,0,0,0,0
2025-08-27,Azure AI,Auto Insights,LATAM,Sales,CVP,97,0.54,3,0,0,0,0,0
2025-08-27,Azure AI,Predictive Alerts,North America,Support,PM,103,0.33,6,0,0,0,0,0
2025-08-27,Azure AI,Predictive Alerts,Europe,PM,Director,103,0.88,8,0,0,0,0,0
2025-08-27,Azure AI,Predictive Alerts,Asia,Support,CVP,89,0.68,7,1,0,0,0,0
2025-08-27,Azure AI,Predictive Alerts,LATAM,Engineering,GPM,93,0.6,3,0,0,0,0,0
2025-08-27,Azure AI,Workflow Automation,North America,Support,GPM,91,0.77,10,0,0,0,0,0
2025-08-27,Azure AI,Workflow Automation,Europe,Sales,PM,90,0.94,5,0,0,0,0,0
2025-08-27,Azure AI,Workflow Automation,Asia,PM,GPM,90,0.67,5,0,0,0,0,0
2025-08-27,Azure AI,Workflow Automation,LATAM,Support,GPM,102,0.59,3,0,0,0,0,0
2025-08-27,Power Platform,Copilot Chat,North America,Engineering,PM,104,0.61,2,0,0,0,0,0
2025-08-27,Power Platform,Copilot Chat,Europe,PM,Director,122,0.66,3,0,0,0,0,0
2025-08-27,Power Platform,Copilot Chat,Asia,Support,CVP,100,0.72,4,0,0,0,0,0
2025-08-27,Power Platform,Copilot Chat,LATAM,Engineering,CVP,101,0.8,3,0,1,0,0,0
2025-08-27,Power Platform,Auto Insights,North America,Support,CVP,113,0.6,6,0,0,0,0,0
2025-08-27,Power Platform,Auto Insights,Europe,Support,CVP,113,0.43,5,1,0,0,0,0
2025-08-27,Power Platform,Auto Insights,Asia,Sales,PM,97,0.97,5,0,0,0,0,0
2025-08-27,Power Platform,Auto Insights,LATAM,Engineering,CVP,91,0.47,3,0,0,0,0,0
2025-08-27,Power Platform,Predictive Alerts,North America,Support,Director,109,0.65,4,0,0,0,0,0
2025-08-27,Power Platform,Predictive Alerts,Europe,Engineering,PM,93,1.19,3,0,0,0,0,0
2025-08-27,Power Platform,Predictive Alerts,Asia,PM,PM,101,0.89,1,0,0,0,0,0
2025-08-27,Power Platform,Predictive Alerts,LATAM,Support,PM,103,0.71,6,0,0,0,0,0
2025-08-27,Power Platform,Workflow Automation,North America,PM,CVP,102,0.55,3,0,0,0,0,0
2025-08-27,Power Platform,Workflow Automation,Europe,Sales,Director,105,0.74,2,0,0,0,0,0
2025-08-27,Power Platform,Workflow Automation,Asia,PM,CVP,105,0.51,4,0,0,0,0,0
2025-08-27,Power Platform,Workflow Automation,LATAM,Sales,PM,100,0.9,5,1,0,1,0,0
2025-08-27,Dynamics 365,Copilot Chat,North America,Sales,Director,94,0.85,6,0,0,0,0,0
2025-08-27,Dynamics 365,Copilot Chat,Europe,Sales,Director,104,0.91,3,0,0,0,0,0
2025-08-27,Dynamics 365,Copilot Chat,Asia,Support,PM,112,0.68,3,0,0,0,0,0
2025-08-27,Dynamics 365,Copilot Chat,LATAM,PM,Director,113,0.79,8,0,0,0,0,0
2025-08-27,Dynamics 365,Auto Insights,North America,Sales,CVP,94,0.67,9,0,0,0,0,0
2025-08-27,Dynamics 365,Auto Insights,Europe,Support,CVP,99,0.77,4,0,0,0,0,0
2025-08-27,Dynamics 365,Auto Insights,Asia,Engineering,CVP,99,0.81,7,0,0,0,0,0
2025-08-27,Dynamics 365,Auto Insights,LATAM,Engineering,Director,104,0.87,5,0,0,1,0,0
2025-08-27,Dynamics 365,Predictive Alerts,North America,Support,Director,96,0.76,6,0,0,0,0,0
2025-08-27,Dynamics 365,Predictive Alerts,Europe,Engineering,CVP,97,0.27,6,0,0,0,0,0
2025-08-27,Dynamics 365,Predictive Alerts,Asia,Engineering,CVP,98,0.61,3,0,0,0,0,0
2025-08-27,Dynamics 365,Predictive Alerts,LATAM,Sales,PM,89,0.67,4,0,0,0,0,0
2025-08-27,Dynamics 365,Workflow Automation,North America,PM,Director,103,0.68,7,0,0,1,0,0
2025-08-27,Dynamics 365,Workflow Automation,Europe,Sales,CVP,108,0.61,6,0,0,0,0,0
2025-08-27,Dynamics 365,Workflow Automation,Asia,Engineering,GPM,95,0.54,3,0,0,0,0,0
2025-08-27,Dynamics 365,Workflow Automation,LATAM,Support,GPM,116,0.55,3,0,0,0,0,0
2025-08-26,Azure AI,Copilot Chat,North America,Support,CVP,89,0.76,3,0,0,0,0,0
2025-08-26,Azure AI,Copilot Chat,Europe,Sales,PM,124,0.52,3,0,0,1,0,0
2025-08-26,Azure AI,Copilot Chat,Asia,Engineering,GPM,116,0.67,4,0,0,0,0,0
2025-08-26,Azure AI,Copilot Chat,LATAM,PM,Director,94,0.74,5,0,0,0,0,0
2025-08-26,Azure AI,Auto Insights,North America,Engineering,CVP,123,0.81,4,0,0,0,0,0
2025-08-26,Azure AI,Auto Insights,Europe,Engineering,GPM,90,0.67,7,0,0,0,0,0
2025-08-26,Azure AI,Auto Insights,Asia,Engineering,CVP,103,0.51,4,0,0,0,0,0
2025-08-26,Azure AI,Auto Insights,LATAM,Engineering,GPM,90,0.64,4,0,0,0,0,0
2025-08-26,Azure AI,Predictive Alerts,North America,Sales,Director,94,0.42,2,0,0,1,0,0
2025-08-26,Azure AI,Predictive Alerts,Europe,Support,CVP,86,0.82,7,0,0,0,0,0
2025-08-26,Azure AI,Predictive Alerts,Asia,Sales,CVP,117,0.97,5,0,0,0,0,0
2025-08-26,Azure AI,Predictive Alerts,LATAM,PM,CVP,98,0.57,9,0,0,0,0,0
2025-08-26,Azure AI,Workflow Automation,North America,PM,CVP,120,0.86,4,0,0,0,0,0
2025-08-26,Azure AI,Workflow Automation,Europe,PM,GPM,104,0.82,6,1,0,1,0,0
2025-08-26,Azure AI,Workflow Automation,Asia,Engineering,Director,98,0.71,4,0,0,1,0,0
2025-08-26,Azure AI,Workflow Automation,LATAM,Sales,Director,92,0.89,9,0,0,0,0,0
2025-08-26,Power Platform,Copilot Chat,North America,Support,PM,86,0.78,5,0,0,0,0,0
2025-08-26,Power Platform,Copilot Chat,Europe,Support,Director,98,0.95,5,0,0,0,0,0
2025-08-26,Power Platform,Copilot Chat,Asia,Sales,GPM,105,0.71,3,0,0,0,0,0
2025-08-26,Power Platform,Copilot Chat,LATAM,Sales,CVP,103,0.85,9,0,0,0,0,0
2025-08-26,Power Platform,Auto Insights,North America,Support,Director,95,0.81,3,0,0,0,0,0
2025-08-26,Power Platform,Auto Insights,Europe,Sales,CVP,95,0.59,4,0,0,1,0,0
2025-08-26,Power Platform,Auto Insights,Asia,Support,GPM,107,1.18,3,0,0,0,0,0
2025-08-26,Power Platform,Auto Insights,LATAM,PM,CVP,90,0.78,3,0,0,0,0,0
2025-08-26,Power Platform,Predictive Alerts,North America,PM,CVP,86,0.94,2,0,0,0,0,0
2025-08-26,Power Platform,Predictive Alerts,Europe,Engineering,Director,95,0.66,2,0,0,1,0,0
2025-08-26,Power Platform,Predictive Alerts,Asia,Sales,CVP,113,0.49,7,0,0,0,0,0
2025-08-26,Power Platform,Predictive Alerts,LATAM,Sales,GPM,101,0.9,5,1,0,0,0,0
2025-08-26,Power Platform,Workflow Automation,North America,Sales,PM,83,0.72,8,0,0,1,0,0
2025-08-26,Power Platform,Workflow Automation,Europe,PM,Director,108,0.84,4,0,0,0,0,0
2025-08-26,Power Platform,Workflow Automation,Asia,Engineering,CVP,99,0.64,3,0,0,0,0,0
2025-08-26,Power Platform,Workflow Automation,LATAM,Engineering,CVP,114,0.63,9,0,0,0,0,0
2025-08-26,Dynamics 365,Copilot Chat,North America,Engineering,GPM,106,0.83,3,1,0,0,0,0
2025-08-26,Dynamics 365,Copilot Chat,Europe,Sales,GPM,110,0.86,6,0,0,0,0,0
2025-08-26,Dynamics 365,Copilot Chat,Asia,Engineering,CVP,91,0.65,3,0,0,0,0,0
2025-08-26,Dynamics 365,Copilot Chat,LATAM,Support,Director,103,0.32,4,0,0,0,0,0
2025-08-26,Dynamics 365,Auto Insights,North America,Sales,PM,98,0.75,8,0,0,0,0,0
2025-08-26,Dynamics 365,Auto Insights,Europe,Support,CVP,101,0.8,4,1,0,0,0,0
2025-08-26,Dynamics 365,Auto Insights,Asia,Support,CVP,99,0.51,4,0,0,1,0,0
2025-08-26,Dynamics 365,Auto Insights,LATAM,Engineering,PM,100,0.58,5,0,0,0,0,0
2025-08-26,Dynamics 365,Predictive Alerts,North America,PM,Director,74,0.6,3,0,0,0,0,0
2025-08-26,Dynamics 365,Predictive Alerts,Europe,PM,PM,115,0.77,10,0,0,0,0,0
2025-08-26,Dynamics 365,Predictive Alerts,Asia,Sales,PM,102,0.56,3,0,0,0,0,0
2025-08-26,Dynamics 365,Predictive Alerts,LATAM,Engineering,CVP,92,0.39,5,0,0,0,0,0
2025-08-26,Dynamics 365,Workflow Automation,North America,PM,Director,122,0.64,7,0,0,1,0,0
2025-08-26,Dynamics 365,Workflow Automation,Europe,Engineering,PM,112,0.7,7,0,0,0,0,0
2025-08-26,Dynamics 365,Workflow Automation,Asia,Support,PM,95,0.68,6,0,0,0,0,0
2025-08-26,Dynamics 365,Workflow Automation,LATAM,Support,Director,100,1.0,8,0,0,0,0,0
2025-08-25,Azure AI,Copilot Chat,North America,Support,CVP,113,0.55,8,0,0,0,0,0
2025-08-25,Azure AI,Copilot Chat,Europe,PM,GPM,94,0.45,5,0,1,0,0,0
2025-08-25,Azure AI,Copilot Chat,Asia,Sales,GPM,105,0.54,4,0,0,0,0,0
2025-08-25,Azure AI,Copilot Chat,LATAM,PM,GPM,99,0.74,3,0,0,0,0,0
2025-08-25,Azure AI,Auto Insights,North America,Engineering,CVP,87,0.55,7,0,0,0,0,0
2025-08-25,Azure AI,Auto Insights,Europe,PM,CVP,93,0.56,6,0,0,0,0,0
2025-08-25,Azure AI,Auto Insights,Asia,PM,GPM,95,0.55,8,0,0,0,0,0
2025-08-25,Azure AI,Auto Insights,LATAM,Sales,Director,102,0.91,7,0,0,0,0,0
2025-08-25,Azure AI,Predictive Alerts,North America,Sales,Director,90,0.47,5,0,0,0,0,0
2025-08-25,Azure AI,Predictive Alerts,Europe,Engineering,CVP,86,0.53,5,0,0,0,0,0
2025-08-25,Azure AI,Predictive Alerts,Asia,Support,GPM,94,0.78,3,0,0,0,0,0
2025-08-25,Azure AI,Predictive Alerts,LATAM,Engineering,CVP,85,0.55,4,0,0,0,0,0
2025-08-25,Azure AI,Workflow Automation,North America,Support,Director,93,0.73,6,1,0,0,0,0
2025-08-25,Azure AI,Workflow Automation,Europe,Sales,Director,119,0.82,9,0,1,1,0,0
2025-08-25,Azure AI,Workflow Automation,Asia,Sales,Director,98,0.92,4,0,0,0,0,0
2025-08-25,Azure AI,Workflow Automation,LATAM,PM,CVP,101,0.61,7,0,0,0,0,0
2025-08-25,Power Platform,Copilot Chat,North America,Sales,PM,98,0.75,7,0,0,0,0,0
2025-08-25,Power Platform,Copilot Chat,Europe,PM,CVP,108,0.59,4,0,0,0,0,0
2025-08-25,Power Platform,Copilot Chat,Asia,Support,Director,90,0.72,2,0,0,0,0,0
2025-08-25,Power Platform,Copilot Chat,LATAM,Support,PM,95,0.57,2,0,0,0,0,0
2025-08-25,Power Platform,Auto Insights,North America,Sales,Director,105,0.53,6,0,0,0,0,0
2025-08-25,Power Platform,Auto Insights,Europe,Engineering,PM,109,0.63,5,0,0,0,0,0
2025-08-25,Power Platform,Auto Insights,Asia,Sales,Director,102,0.53,4,0,0,1,0,0
2025-08-25,Power Platform,Auto Insights,LATAM,PM,Director,88,0.81,5,0,0,1,0,0
2025-08-25,Power Platform,Predictive Alerts,North America,PM,GPM,94,0.87,4,0,0,0,0,0
2025-08-25,Power Platform,Predictive Alerts,Europe,Support,GPM,121,0.31,3,0,0,0,1,0
2025-08-25,Power Platform,Predictive Alerts,Asia,Engineering,PM,109,0.77,2,0,0,0,0,0
2025-08-25,Power Platform,Predictive Alerts,LATAM,Support,CVP,105,0.52,4,0,0,0,0,0
2025-08-25,Power Platform,Workflow Automation,North America,Engineering,Director,89,0.85,6,0,0,1,0,0
2025-08-25,Power Platform,Workflow Automation,Europe,PM,PM,120,0.57,4,0,0,0,0,0
2025-08-25,Power Platform,Workflow Automation,Asia,Support,Director,92,0.68,5,0,0,0,0,0
2025-08-25,Power Platform,Workflow Automation,LATAM,Sales,GPM,116,0.64,9,1,0,0,0,0
2025-08-25,Dynamics 365,Copilot Chat,North America,PM,GPM,94,0.86,5,0,1,0,0,0
2025-08-25,Dynamics 365,Copilot Chat,Europe,Support,Director,93,0.58,2,0,0,0,0,0
2025-08-25,Dynamics 365,Copilot Chat,Asia,PM,Director,98,0.55,3,0,1,0,0,0
2025-08-25,Dynamics 365,Copilot Chat,LATAM,Sales,Director,110,0.81,7,0,0,0,0,0
2025-08-25,Dynamics 365,Auto Insights,North America,Support,PM,92,0.52,7,0,0,0,0,0
2025-08-25,Dynamics 365,Auto Insights,Europe,Sales,PM,99,0.93,1,0,0,0,0,0
2025-08-25,Dynamics 365,Auto Insights,Asia,PM,GPM,92,0.43,7,0,0,0,0,0
2025-08-25,Dynamics 365,Auto Insights,LATAM,Sales,Director,99,0.78,8,0,0,0,0,0
2025-08-25,Dynamics 365,Predictive Alerts,North America,Engineering,CVP,123,0.84,2,0,0,0,0,0
2025-08-25,Dynamics 365,Predictive Alerts,Europe,Engineering,Director,91,1.13,5,1,0,0,0,0
2025-08-25,Dynamics 365,Predictive Alerts,Asia,Engineering,CVP,102,0.45,6,0,1,0,0,0
2025-08-25,Dynamics 365,Predictive Alerts,LATAM,Support,Director,107,0.85,3,0,0,0,0,0
2025-08-25,Dynamics 365,Workflow Automation,North America,Sales,Director,128,0.89,4,0,0,0,0,0
2025-08-25,Dynamics 365,Workflow Automation,Europe,Engineering,GPM,108,0.81,7,0,0,0,0,0
2025-08-25,Dynamics 365,Workflow Automation,Asia,Sales,PM,90,0.61,3,0,0,0,0,0
2025-08-25,Dynamics 365,Workflow Automation,LATAM,Support,GPM,126,0.85,1,0,0,0,0,0
2025-08-24,Azure AI,Copilot Chat,North America,Engineering,CVP,111,0.29,5,0,0,0,0,0
2025-08-24,Azure AI,Copilot Chat,Europe,Support,CVP,113,1.12,3,0,0,0,0,0
2025-08-24,Azure AI,Copilot Chat,Asia,Engineering,GPM,100,0.59,6,0,0,0,0,0
2025-08-24,Azure AI,Copilot Chat,LATAM,Engineering,PM,87,0.78,4,0,0,0,0,0
2025-08-24,Azure AI,Auto Insights,North America,Support,CVP,113,0.75,3,0,0,0,0,0
2025-08-24,Azure AI,Auto Insights,Europe,Engineering,PM,100,0.9,8,0,0,0,0,0
2025-08-24,Azure AI,Auto Insights,Asia,PM,GPM,92,0.28,4,0,0,0,0,0
2025-08-24,Azure AI,Auto Insights,LATAM,Sales,CVP,95,0.67,6,0,0,0,0,0
2025-08-24,Azure AI,Predictive Alerts,North America,Support,CVP,106,0.99,4,0,0,0,0,0
2025-08-24,Azure AI,Predictive Alerts,Europe,PM,CVP,96,0.62,3,0,0,0,0,0
2025-08-24,Azure AI,Predictive Alerts,Asia,Engineering,CVP,96,0.36,5,0,0,1,0,0
2025-08-24,Azure AI,Predictive Alerts,LATAM,Sales,Director,110,0.77,3,0,0,0,0,0
2025-08-24,Azure AI,Workflow Automation,North America,Engineering,Director,82,0.66,7,0,0,0,0,0
2025-08-24,Azure AI,Workflow Automation,Europe,PM,CVP,102,0.52,1,0,0,0,0,0
2025-08-24,Azure AI,Workflow Automation,Asia,Sales,GPM,107,0.64,4,0,1,0,0,0
2025-08-24,Azure AI,Workflow Automation,LATAM,Support,PM,88,0.75,5,0,0,0,0,0
2025-08-24,Power Platform,Copilot Chat,North America,Support,Director,103,0.56,5,0,0,0,0,0
2025-08-24,Power Platform,Copilot Chat,Europe,Engineering,CVP,111,0.89,5,0,0,0,0,0
2025-08-24,Power Platform,Copilot Chat,Asia,Support,GPM,97,0.49,5,0,0,0,0,0
2025-08-24,Power Platform,Copilot Chat,LATAM,Engineering,CVP,106,0.7,3,1,0,0,0,0
2025-08-24,Power Platform,Auto Insights,North America,Engineering,GPM,102,0.45,8,0,0,0,0,0
2025-08-24,Power Platform,Auto Insights,Europe,Engineering,PM,89,0.74,3,0,0,0,0,0
2025-08-24,Power Platform,Auto Insights,Asia,Support,GPM,101,0.89,3,1,0,0,0,0
2025-08-24,Power Platform,Auto Insights,LATAM,PM,GPM,94,0.79,5,0,0,0,0,0
2025-08-24,Power Platform,Predictive Alerts,North America,Engineering,GPM,90,1.01,7,0,0,0,0,0
2025-08-24,Power Platform,Predictive Alerts,Europe,PM,GPM,95,0.77,7,0,0,0,0,0
2025-08-24,Power Platform,Predictive Alerts,Asia,Support,GPM,110,1.11,6,0,0,0,0,0
2025-08-24,Power Platform,Predictive Alerts,LATAM,Engineering,Director,96,0.76,4,0,0,0,0,0
2025-08-24,Power Platform,Workflow Automation,North America,PM,GPM,100,0.56,3,0,0,0,0,0
2025-08-24,Power Platform,Workflow Automation,Europe,Support,GPM,98,0.8,4,0,0,0,0,0
2025-08-24,Power Platform,Workflow Automation,Asia,Engineering,PM,101,0.73,3,0,0,0,0,0
2025-08-24,Power Platform,Workflow Automation,LATAM,PM,PM,89,0.78,6,0,0,1,0,0
2025-08-24,Dynamics 365,Copilot Chat,North America,Support,GPM,114,0.61,6,0,0,0,0,0
2025-08-24,Dynamics 365,Copilot Chat,Europe,Support,PM,93,0.71,7,0,0,0,0,0
2025-08-24,Dynamics 365,Copilot Chat,Asia,PM,Director,100,0.67,7,1,0,0,0,0
2025-08-24,Dynamics 365,Copilot Chat,LATAM,Engineering,GPM,93,0.62,8,0,0,0,0,0
2025-08-24,Dynamics 365,Auto Insights,North America,Sales,PM,86,0.35,2,0,0,1,0,0
2025-08-24,Dynamics 365,Auto Insights,Europe,Engineering,CVP,99,0.74,8,0,0,0,0,0
2025-08-24,Dynamics 365,Auto Insights,Asia,Sales,Director,93,0.71,9,0,0,0,0,0
2025-08-24,Dynamics 365,Auto Insights,LATAM,Engineering,CVP,103,0.57,1,0,0,1,0,0
2025-08-24,Dynamics 365,Predictive Alerts,North America,PM,PM,97,0.85,4,0,0,0,0,0
2025-08-24,Dynamics 365,Predictive Alerts,Europe,Support,CVP,109,1.01,2,0,0,0,0,0
2025-08-24,Dynamics 365,Predictive Alerts,Asia,Engineering,PM,117,0.63,8,0,0,0,0,0
2025-08-24,Dynamics 365,Predictive Alerts,LATAM,Sales,CVP,90,0.73,4,0,0,1,0,0
2025-08-24,Dynamics 365,Workflow Automation,North America,Sales,PM,92,0.68,6,0,0,0,0,0
2025-08-24,Dynamics 365,Workflow Automation,Europe,Sales,CVP,98,0.9,2,0,0,0,0,0
2025-08-24,Dynamics 365,Workflow Automation,Asia,Engineering,PM,124,0.5,5,0,0,0,0,0
2025-08-24,Dynamics 365,Workflow Automation,LATAM,Support,GPM,83,0.59,4,0,0,1,0,0
2025-08-23,Azure AI,Copilot Chat,North America,Engineering,GPM,107,0.52,2,0,0,0,0,0
2025-08-23,Azure AI,Copilot Chat,Europe,Support,Director,97,1.05,3,0,0,0,0,0
2025-08-23,Azure AI,Copilot Chat,Asia,Sales,Director,103,0.72,4,0,0,0,0,0
2025-08-23,Azure AI,Copilot Chat,LATAM,Sales,CVP,73,0.98,5,0,0,0,0,0
2025-08-23,Azure AI,Auto Insights,North America,Engineering,PM,110,0.82,6,0,0,0,0,0
2025-08-23,Azure AI,Auto Insights,Europe,PM,CVP,83,0.89,10,0,0,0,0,0
2025-08-23,Azure AI,Auto Insights,Asia,Sales,GPM,92,0.54,4,0,0,0,0,0
2025-08-23,Azure AI,Auto Insights,LATAM,Sales,Director,95,0.47,3,0,0,0,0,0
2025-08-23,Azure AI,Predictive Alerts,North America,Sales,CVP,112,0.77,6,0,0,0,0,0
2025-08-23,Azure AI,Predictive Alerts,Europe,Sales,PM,82,0.38,8,0,0,0,0,0
2025-08-23,Azure AI,Predictive Alerts,Asia,Support,CVP,94,1.1,6,0,0,0,0,0
2025-08-23,Azure AI,Predictive Alerts,LATAM,Support,Director,94,0.81,4,0,0,1,0,0
2025-08-23,Azure AI,Workflow Automation,North America,Support,GPM,110,0.5,2,0,0,0,0,0
2025-08-23,Azure AI,Workflow Automation,Europe,Sales,PM,86,0.61,7,0,0,0,0,0
2025-08-23,Azure AI,Workflow Automation,Asia,Engineering,PM,111,0.55,6,0,0,0,0,0
2025-08-23,Azure AI,Workflow Automation,LATAM,Engineering,CVP,104,0.6,5,0,0,0,0,0
